"","State","Brewery_id","Beer_ID","City","IBU","ABV","Beer_Name","Brewery_Name","Type"
"575"," FL",142,1695,"Tampa",55,6.3,"Wiregrass Post-Prohibition Ale","Cigar City Brewing Company","Ales"
"576"," FL",528,553,"Jacksonville",28,5.3,"People's Pale Ale","Intuition Ale Works","Ales"
"577"," FL",468,1096,"Tampa Bay",55,5.7,"Tampa Pale Ale","Brindle Dog Brewing Company","Ales"
"580"," FL",468,1095,"Tampa Bay",55,5.7,"Orange Grove Wheat Ale","Brindle Dog Brewing Company","Ales"
"581"," FL",142,1142,"Tampa",70,7.5,"Humidor Series India Pale Ale","Cigar City Brewing Company","Ales"
"582"," FL",466,1107,"Jacksonville Beach",55,7,"Nut Sack Imperial Brown Ale","Engine 15 Brewing","Ales"
"588"," FL",467,1106,"Jacksonville",30,5,"Pablo Beach Pale Ale","Green Room Brewing","Ales"
"593"," FL",142,1138,"Tampa",25,5.5,"Maduro Brown Ale","Cigar City Brewing Company","Ales"
"594"," FL",309,1800,"Tampa",21,5,"Rollin Dirty Red Ale","Brew Bus Brewing","Ales"
"601"," FL",528,559,"Jacksonville",20,4.5,"Jon Boat Coastal Ale","Intuition Ale Works","Ales"
"607"," FL",448,1240,"Gainesville",35,5.6,"Stump Knocker Pale Ale","Swamp Head Brewery","Ales"
"614"," FL",142,1139,"Tampa",55,5,"Invasion Pale Ale","Cigar City Brewing Company","Ales"
"616"," FL",142,569,"Tampa",75,7.2,"Tocobaga Red Ale","Cigar City Brewing Company","Ales"
"617"," FL",379,1568,"Jacksonville",55,5.5,"Killer Whale Cream Ale","Bold City Brewery","Ales"
"618"," FL",379,1188,"Jacksonville",55,6,"Duke's Cold Nose Brown Ale","Bold City Brewery","Ales"
"622"," FL",142,571,"Tampa",25,5.5,"Maduro Brown Ale","Cigar City Brewing Company","Ales"
"624"," FL",394,1325,"Miami",16,5.3,"Big Rod Coconut Ale","Miami Brewing Company","Ales"
"629"," FL",394,1507,"Miami",30,5.3,"Gator Tail Brown Ale","Miami Brewing Company","Ales"
"632"," GA",470,1082,"Athens",42,4.7,"RecreationAle","Terrapin Brewing Company","Ales"
"633"," GA",217,2113,"Atlanta",55,6.5,"Lyric Ale","Orpheus Brewing","Ales"
"636"," GA",401,1475,"Macon",55,5,"Macon Progress Ale","Macon Beer Company","Ales"
"637"," GA",416,1406,"Savannah",55,6.2,"Savannah Brown Ale","Coastal Empire Beer Company","Ales"
"639"," GA",401,1008,"Macon",55,5.5,"Macon History Ale","Macon Beer Company","Ales"
"641"," GA",476,1021,"Marietta",55,7.2,"Watership Brown Ale","Red Hare Brewing Company","Ales"
"644"," GA",50,1709,"Atlanta",55,5.4,"420 Extra Pale Ale","SweetWater Brewing Company","Ales"
"649"," HI",204,2177,"Hilo",23,5.2,"Volcano Red Ale","Mehana Brewing Co.","Ales"
"650"," HI",205,2181,"Hilo",22.5,6.4,"Hapa Brown Ale","Hawai'i Nui Brewing Co.","Ales"
"652"," HI",205,2180,"Hilo",22.5,6.4,"Hapa Brown Ale","Hawai'i Nui Brewing Co.","Ales"
"654"," HI",204,2184,"Hilo",22,4.2,"Humpback Blonde Ale","Mehana Brewing Co.","Ales"
"661"," HI",376,690,"Lahaina",24,6,"Sobrehumano Palena'ole","Maui Brewing Company","Ales"
"663"," HI",205,2183,"Hilo",22.5,4.9,"Kaua'i Golden Ale","Hawai'i Nui Brewing Co.","Ales"
"669"," HI",204,2176,"Hilo",42,5.4,"Mauna Kea Pale Ale","Mehana Brewing Co.","Ales"
"674"," IA",366,863,"Davenport",48,5.3,"483 Pale Ale","Great River Brewery","Ales"
"675"," IA",366,1275,"Davenport",26,4.8,"Dirty Blonde Chocolate Ale","Great River Brewery","Ales"
"678"," IA",366,864,"Davenport",30,5.4,"Roller Dam Red Ale","Great River Brewery","Ales"
"679"," IA",366,1064,"Davenport",30,5,"Owney Irish Style Red Ale","Great River Brewery","Ales"
"680"," IA",366,1446,"Davenport",26,4.8,"Great River Golden Ale","Great River Brewery","Ales"
"681"," IA",366,189,"Davenport",30,5.4,"Roller Dam Red Ale (2010)","Great River Brewery","Ales"
"684"," IA",472,600,"Spirit Lake",23,5,"Boji Beach Golden Rye Ale","Okoboji Brewing Company","Ales"
"687"," IA",366,672,"Davenport",99,9,"Hop A Potamus Double Dark Rye Pale Ale","Great River Brewery","Ales"
"688"," IA",483,968,"Des Moines",21,5.6,"Farmer John's Multi-Grain Ale","Confluence Brewing Company","Ales"
"691"," IA",366,190,"Davenport",48,5.3,"483 Pale Ale (2010)","Great River Brewery","Ales"
"692"," IA",366,517,"Davenport",25,4.8,"40th Annual Bix Street Fest Copper Ale (Current)","Great River Brewery","Ales"
"694"," IA",366,1604,"Davenport",5,5,"Chickawawa Lemonale","Great River Brewery","Ales"
"697"," IA",366,655,"Davenport",22,7,"Farmer Brown Ale","Great River Brewery","Ales"
"699"," IA",472,603,"Spirit Lake",29,6,"Midwest Charm Farmhouse Ale","Okoboji Brewing Company","Ales"
"701"," IA",472,602,"Spirit Lake",45,5,"Boji Blue Pale Ale","Okoboji Brewing Company","Ales"
"703"," IA",472,1058,"Spirit Lake",26,6.5,"33 Select Brown Ale","Okoboji Brewing Company","Ales"
"705"," ID",310,1298,"Boise",39,5,"Sockeye Belgian Style Summer Ale","Sockeye Brewing Company","Ales"
"706"," ID",308,890,"Garden City",35,4.8,"Payette Pale Ale","Payette Brewing Company","Ales"
"710"," ID",310,1152,"Boise",39,4.3,"Galena Golden","Sockeye Brewing Company","Ales"
"711"," ID",219,2108,"Ponderay",12,5,"Laughing Dog Cream Ale","Laughing Dog Brewing Company","Ales"
"713"," ID",310,1424,"Boise",39,5.5,"Boise Co-Op Two Score Ale","Sockeye Brewing Company","Ales"
"724"," ID",314,1792,"Meridian",39,5.8,"Iron Butt Red Ale","Slanted Rock Brewing Company","Ales"
"725"," ID",170,1104,"Garden City",39,5.6,"Rusty Nail Pale Ale","Crooked Fence Brewing Company","Ales"
"726"," ID",310,1798,"Boise",39,5,"Thanksgiving Ale","Sockeye Brewing Company","Ales"
"727"," ID",314,1609,"Meridian",92,7.1,"Initial Point India Pale Ale","Slanted Rock Brewing Company","Ales"
"729"," ID",308,1805,"Garden City",35,4.2,"Rodeo Rye Pale Ale","Payette Brewing Company","Ales"
"731"," ID",310,1151,"Boise",32,5.2,"Hell-Diver Pale Ale","Sockeye Brewing Company","Ales"
"737"," IL",362,334,"Lake Barrington",30,4.5,"Wild Onion Pumpkin Ale (2010)","Wild Onion Brewing Company","Ales"
"740"," IL",362,1364,"Lake Barrington",30,5,"Big Bowl Blonde Ale","Wild Onion Brewing Company","Ales"
"743"," IL",58,1887,"Bloomington",22,4.9,"Abbey's Single Ale (Current)","Destihl Brewery","Ales"
"745"," IL",328,1066,"Chicago",30,5.5,"Akari Shogun American Wheat Ale","Half Acre Beer Company","Ales"
"756"," IL",197,2198,"Chicago",55,5.9,"Goose Island India Pale Ale","Goose Island Brewery Company","Ales"
"757"," IL",328,148,"Chicago",30,5.2,"Daisy Cutter Pale Ale","Half Acre Beer Company","Ales"
"760"," IL",362,162,"Lake Barrington",41,5.6,"Paddy Pale Ale","Wild Onion Brewing Company","Ales"
"772"," IL",45,418,"Chicago",31,6.1,"Fistmas Ale","Revolution Brewing Company","Ales"
"774"," IL",45,609,"Chicago",15,5.8,"Rosa Hibiscus Ale","Revolution Brewing Company","Ales"
"775"," IL",362,1618,"Lake Barrington",30,4.5,"Pumpkin Ale","Wild Onion Brewing Company","Ales"
"791"," IL",75,1121,"Warrenville",36,5.1,"Sidekick Extra Pale Ale","Two Brothers Brewing Company","Ales"
"792"," IL",89,1829,"Chicago",18,4.2,"312 Urban Wheat Ale","Goose Island Brewing Company","Ales"
"794"," IL",257,1662,"Chicago",22,5,"Wet Hot American Wheat Ale","Finch's Beer Company","Ales"
"796"," IL",75,1040,"Warrenville",30,6.5,"Hobnob B & B Pale Ale","Two Brothers Brewing Company","Ales"
"797"," IL",328,352,"Chicago",30,6,"Over Ale","Half Acre Beer Company","Ales"
"800"," IL",89,2457,"Chicago",30,5.4,"312 Urban Pale Ale","Goose Island Brewing Company","Ales"
"805"," IL",257,350,"Chicago",30,4.7,"Golden Wing Blonde Ale","Finch's Beer Company","Ales"
"807"," IL",89,2201,"Chicago",18,4.2,"312 Urban Wheat Ale","Goose Island Brewing Company","Ales"
"810"," IL",257,351,"Chicago",30,5.5,"Cut Throat Pale Ale (2011)","Finch's Beer Company","Ales"
"811"," IL",176,1820,"Chicago",30,7.3,"Ghost Bike Pale Ale","Spiteful Brewing Company","Ales"
"813"," IL",89,2202,"Chicago",30,5.4,"312 Urban Pale Ale","Goose Island Brewing Company","Ales"
"816"," IL",553,174,"Libertyville",30,5.6,"Mickey Finn's Amber Ale","Mickey Finn's Brewery","Ales"
"817"," IL",328,149,"Chicago",30,4.2,"Gossamer Golden Ale","Half Acre Beer Company","Ales"
"820"," IL",257,809,"Chicago",30,5.5,"Cut Throat Pale Ale","Finch's Beer Company","Ales"
"822"," IL",89,581,"Chicago",20,4.2,"312 Urban Wheat Ale (2012)","Goose Island Brewing Company","Ales"
"823"," IL",257,935,"Chicago",72,8,"Fascist Pig Ale","Finch's Beer Company","Ales"
"843"," IN",251,2017,"Angola",30,5.5,"Pail Ale","Chapman's Brewing","Ales"
"849"," IN",166,1699,"Aurora",22,5.3,"Great Crescent Blonde Ale","Great Crescent Brewery","Ales"
"869"," IN",22,2615,"Martinsville",37,5.4,"Pale","Three Pints Brewing","Ales"
"871"," IN",251,2018,"Angola",8,6.5,"Ale Cider","Chapman's Brewing","Ales"
"877"," IN",316,1789,"Avon",33,4.9,"Lost River Blonde Ale","Cutters Brewing Company","Ales"
"887"," IN",507,780,"Fort Wayne",33,4.7,"T-6 Red Ale (2004)","Warbird Brewing Company","Ales"
"897"," IN",166,1990,"Aurora",18,5.7,"Cherry Ale","Great Crescent Brewery","Ales"
"903"," IN",26,213,"Indianapolis",23,5.4,"Wee Mac Scottish-Style Ale","Sun King Brewing Company","Ales"
"917"," IN",26,55,"Indianapolis",20,5.3,"Sunlight Cream Ale","Sun King Brewing Company","Ales"
"920"," IN",26,1389,"Indianapolis",50,5.6,"Osiris Pale Ale","Sun King Brewing Company","Ales"
"935"," IN",25,2478,"Michigan City",40,5.5,"Pale Alement","Burn 'Em Brewing","Ales"
"936"," IN",18,950,"Evansville",22,5.1,"Rivet Irish Red Ale","Tin Man Brewing Company","Ales"
"938"," IN",166,649,"Aurora",36,4.5,"Great Crescent Brown Ale","Great Crescent Brewery","Ales"
"939"," IN",25,2054,"Michigan City",40,5.5,"Pale Alement","Burn 'Em Brewing","Ales"
"943"," IN",166,639,"Aurora",18,5.7,"Cherry Ale (1)","Great Crescent Brewery","Ales"
"945"," IN",26,54,"Indianapolis",50,5.6,"Osiris Pale Ale (2010)","Sun King Brewing Company","Ales"
"946"," IN",166,389,"Aurora",22,5.3,"Great Crescent Blonde Ale (2011)","Great Crescent Brewery","Ales"
"953"," IN",203,1951,"Bloomington",15,4.5,"Upland Wheat Ale","Upland Brewing Company","Ales"
"961"," IN",166,439,"Aurora",26,4.2,"Great Crescent Mild Ale","Great Crescent Brewery","Ales"
"968"," KS",46,1196,"Manhattan",20,5.6,"Wild Plum Farmhouse Ale","Tallgrass Brewing Company","Ales"
"975"," KS",501,96,"Leavenworth",20,5.5,"Annie's Amber Ale","High Noon Saloon And Brewery","Ales"
"976"," KS",46,103,"Manhattan",22,4.4,"Tallgrass Ale","Tallgrass Brewing Company","Ales"
"977"," KS",46,1009,"Manhattan",12,4.4,"Tallgrass Pub Ale","Tallgrass Brewing Company","Ales"
"979"," KS",284,1886,"Hays",44,4.5,"Thrasher Session India Pale Ale","Defiance Brewing Company","Ales"
"983"," KS",46,595,"Manhattan",20,5.2,"8-Bit Pale Ale","Tallgrass Brewing Company","Ales"
"986"," KS",284,1885,"Hays",16,5,"Gutch English Style Mild Ale","Defiance Brewing Company","Ales"
"996"," KY",101,2439,"Lexington",31.5,9,"Christmas Ale","West Sixth Brewing","Ales"
"997"," KY",101,1069,"Lexington",31.5,5.5,"West Sixth Amber Ale","West Sixth Brewing","Ales"
"1008"," LA",153,2321,"Baton Rouge",31.5,5.5,"Turnrow Harvest Ale","Tin Roof Brewing Company","Ales"
"1009"," LA",175,484,"New Orleans",31.5,4.9,"NOLA Blonde Ale","New Orleans Lager & Ale Brewing ...","Ales"
"1016"," LA",270,1922,"Shreveport",31.5,5.2,"Southern Drawl Pale Lager","Great Raft Brewing Company","Ales"
"1017"," LA",175,2272,"New Orleans",31.5,5,"Rebirth Pale Ale","New Orleans Lager & Ale Brewing ...","Ales"
"1018"," LA",153,495,"Baton Rouge",37,5.5,"Voodoo Bengal Pale Ale","Tin Roof Brewing Company","Ales"
"1022"," LA",175,485,"New Orleans",31.5,3.9,"NOLA Brown Ale","New Orleans Lager & Ale Brewing ...","Ales"
"1023"," LA",153,529,"Baton Rouge",18,4.5,"Tin Roof Blonde Ale","Tin Roof Brewing Company","Ales"
"1027"," MA",301,1144,"Boston",7,5.3,"Samuel Adams Summer Ale","Boston Beer Company","Ales"
"1032"," MA",512,738,"Marlborough",35,5,"Archer's Ale (2004)","Sherwood Forest Brewers","Ales"
"1035"," MA",124,2376,"Ipswich",35,4.9,"Summer Ale","Ipswich Ale Brewery","Ales"
"1041"," MA",104,2419,"Lowell",16,4.8,"Bunker Hill Blueberry Ale ","Beer Works Brewery","Ales"
"1054"," MA",104,2423,"Lowell",45,5.8,"Fenway American Pale Ale","Beer Works Brewery","Ales"
"1059"," MA",319,1643,"Williamsburg",45,3.5,"Banner American Ale","Banner Beer Company","Ales"
"1064"," MA",296,619,"Westminster",10,4.5,"Wachusett Blueberry Ale","Wachusett Brewing Company","Ales"
"1069"," MA",478,1001,"Sheffield",35,6,"413 Farmhouse Ale","Big Elm Brewing","Ales"
"1076"," MA",104,2435,"Lowell",10,5,"Watermelon Ale","Beer Works Brewery","Ales"
"1086"," MA",279,1317,"South Deerfield",20,5.3,"Steel Rail Extra Pale Ale","Berkshire Brewing Company","Ales"
"1087"," MA",146,56,"Nantucket",35,5.6,"Whale's Tale Pale Ale","Cisco Brewers","Ales"
"1089"," MA",496,913,"Newburyport",35,5.5,"Newburyport Pale Ale","Newburyport Brewing Company","Ales"
"1090"," MA",296,1030,"Westminster",17,5.1,"Country Pale Ale","Wachusett Brewing Company","Ales"
"1101"," MA",319,1776,"Williamsburg",35,4.5,"All Nighter Ale","Banner Beer Company","Ales"
"1107"," MA",146,656,"Nantucket",35,6.5,"Indie Pale Ale","Cisco Brewers","Ales"
"1119"," MD",263,1945,"Baltimore",29,5,"Birdhouse Pale Ale","The Brewer's Art","Ales"
"1126"," MD",72,829,"Baltimore",29,5.5,"Duckpin Pale Ale","Union Craft Brewing","Ales"
"1131"," ME",293,707,"Lewiston",61,4.7,"Celsius Summer Ale (2012)","Baxter Brewing Company","Ales"
"1132"," ME",324,1763,"Portland",61,4.5,"Geary's Pale Ale","D.L. Geary Brewing Company","Ales"
"1134"," ME",386,814,"Portland",61,4.7,"Pumpkinhead Ale","Shipyard Brewing Company","Ales"
"1135"," ME",318,1717,"Belfast",61,5,"Tug Pale Ale","Marshall Wharf Brewing Company","Ales"
"1136"," ME",324,1311,"Portland",61,6,"Geary's Summer Ale","D.L. Geary Brewing Company","Ales"
"1138"," ME",318,1516,"Belfast",61,6.3,"Ace Hole American Pale Ale","Marshall Wharf Brewing Company","Ales"
"1139"," ME",503,815,"Portland",61,4.7,"Sea Dog Wild Blueberry Wheat Ale","Sea Dog Brewing Company","Ales"
"1140"," ME",293,910,"Lewiston",61,6.6,"Hayride Autumn Ale","Baxter Brewing Company","Ales"
"1144"," ME",386,975,"Portland",61,5.1,"Shipyard Summer Ale","Shipyard Brewing Company","Ales"
"1147"," ME",318,725,"Belfast",61,9.7,"Cant Dog Imperial Pale Ale","Marshall Wharf Brewing Company","Ales"
"1149"," ME",43,1807,"Portland",61,4.3,"Maine Island Trail Ale","Rising Tide Brewing Company","Ales"
"1153"," ME",293,183,"Lewiston",28,4.9,"Pamola Xtra Pale Ale","Baxter Brewing Company","Ales"
"1154"," ME",267,1930,"Portland",61,5,"Summer Session Ale","Peak Organic Brewing Company","Ales"
"1156"," ME",493,922,"Portland",61,4.5,"Sunsplash Golden Ale (2004)","Stone Coast Brewing Company","Ales"
"1165"," MI",441,273,"Royal Oak",35,6.2,"AXL Pale Ale","MillKing It Productions","Ales"
"1166"," MI",85,60,"Houghton",35,6.2,"Widow Maker Black Ale","Keweenaw Brewing Company","Ales"
"1169"," MI",85,59,"Houghton",35,6.2,"Lift Bridge Brown Ale","Keweenaw Brewing Company","Ales"
"1170"," MI",85,364,"Houghton",35,6.2,"Olde Ore Dock Scottish Ale","Keweenaw Brewing Company","Ales"
"1173"," MI",230,899,"Rochester",35,5.9,"Rochester Red Ale","Rochester Mills Brewing Company","Ales"
"1180"," MI",85,779,"Houghton",35,6.2,"November Gale Pale Ale","Keweenaw Brewing Company","Ales"
"1184"," MI",11,1785,"Grand Rapids",35,7.3,"Le Flaneur Ale","Brewery Vivant","Ales"
"1192"," MI",441,365,"Royal Oak",35,4.8,"BRIK Irish Red Ale","MillKing It Productions","Ales"
"1200"," MI",399,1477,"Douglas",11,5,"Oval Beach Blonde Ale","Saugatuck Brewing Company","Ales"
"1203"," MI",12,1404,"Petoskey",25,5.9,"North 45 Amber Ale","Petoskey Brewing","Ales"
"1207"," MI",10,2638,"Grand Rapids",35,5.2,"G. B. Russo’s Italian Pistachio Pale Ale","The Mitten Brewing Company","Ales"
"1217"," MI",73,534,"Detroit",8,4.5,"Dirty Blonde Ale","Atwater Brewery","Ales"
"1227"," MI",85,58,"Houghton",35,6.2,"Pick Axe Blonde Ale","Keweenaw Brewing Company","Ales"
"1228"," MI",441,1273,"Royal Oak",35,4.8,"SNO White Ale","MillKing It Productions","Ales"
"1249"," MI",11,1033,"Grand Rapids",35,9.9,"Hubris Quadrupel Anniversary Ale","Brewery Vivant","Ales"
"1253"," MI",13,1496,"Marquette",35,6.8,"Coconut Brown Ale","Blackrocks Brewery","Ales"
"1256"," MI",85,57,"Houghton",35,6.2,"Red Jacket Amber Ale","Keweenaw Brewing Company","Ales"
"1267"," MI",439,1276,"Traverse City",35,4.7,"Will Power Pale Ale","The Right Brain Brewery","Ales"
"1285"," MI",11,909,"Grand Rapids",35,9.2,"Escoffier Bretta Ale","Brewery Vivant","Ales"
"1307"," MI",14,2629,"Comstock Park",40,5,"Veteran’s Pale Ale (VPA)","Perrin Brewing Company","Ales"
"1325"," MN",278,1115,"Minneapolis",27,4.6,"Shenanigans Summer Ale","Indeed Brewing Company","Ales"
"1327"," MN",278,728,"Minneapolis",45,5.4,"Day Tripper Pale Ale","Indeed Brewing Company","Ales"
"1333"," MN",76,1261,"Duluth",34,6,"Bent Paddle Black Ale","Bent Paddle Brewing Company","Ales"
"1345"," MN",62,15,"Brooklyn Center",120,9.7,"Abrasive Ale","Surly Brewing Company","Ales"
"1354"," MN",278,1555,"Minneapolis",10,5,"Sweet Yamma Jamma Ale","Indeed Brewing Company","Ales"
"1357"," MN",143,1779,"Cold Spring",44.5,4.9,"Lost Trout Brown Ale","Third Street Brewhouse","Ales"
"1362"," MN",59,2473,"St. Paul",55,4.7,"Hopvale Organic Ale","Summit Brewing Company","Ales"
"1365"," MN",139,2352,"St Paul",49,5.3,"Extra Pale Ale","Summit Brewing Company","Ales"
"1367"," MN",278,1691,"Minneapolis",22,6.5,"Stir Crazy Winter Ale","Indeed Brewing Company","Ales"
"1369"," MN",62,13,"Brooklyn Center",33,6.7,"CynicAle","Surly Brewing Company","Ales"
"1370"," MN",143,1781,"Cold Spring",44.5,5.2,"Three Way Pale Ale","Third Street Brewhouse","Ales"
"1374"," MO",315,1491,"Bucryus",24,6,"Sweet Potato Ale","Piney River Brewing Company","Ales"
"1381"," MO",429,1324,"Saint Louis",45,5,"Schlafly Yakima Wheat Ale","Schlafly Brewing Company","Ales"
"1382"," MO",315,1791,"Bucryus",20,6,"Hot Date Ale","Piney River Brewing Company","Ales"
"1388"," MO",315,521,"Bucryus",20,5.5,"McKinney Eddy Amber Ale","Piney River Brewing Company","Ales"
"1389"," MO",88,2460,"Kirkwood",65,6.3,"India Pale Ale","Kirkwood Station Brewing Company","Ales"
"1391"," MO",315,479,"Bucryus",70,7,"Missouri Mule India Pale Ale","Piney River Brewing Company","Ales"
"1392"," MO",429,1077,"Saint Louis",30,5,"Schlafly American Brown Ale","Schlafly Brewing Company","Ales"
"1409"," MO",133,2340,"Weston",24,5.2,"Drop Kick Ale","Weston Brewing Company","Ales"
"1411"," MO",315,1335,"Bucryus",18,4.5,"Float Trip Ale","Piney River Brewing Company","Ales"
"1412"," MO",133,2341,"Weston",28,4.9,"L'il Lucy's Hot Pepper Ale","Weston Brewing Company","Ales"
"1414"," MO",133,2342,"Weston",24,5.2,"O’Malley’s Irish Style Cream Ale","Weston Brewing Company","Ales"
"1417"," MS",246,2033,"Jackson",18,3.8,"Pub Ale","Lucky Town Brewing Company","Ales"
"1421"," MS",134,2297,"Hattiesburg",60,5.8,"Devil's Harvest Extra Pale Ale","Southern Prohibition Brewing Com...","Ales"
"1422"," MS",134,1117,"Hattiesburg",60,5.8,"Devil's Harvest Extra Pale Ale","Southern Prohibition Brewing Com...","Ales"
"1423"," MS",134,1118,"Hattiesburg",20,5,"Suzy B Dirty Blonde Ale","Southern Prohibition Brewing Com...","Ales"
"1426"," MS",134,2296,"Hattiesburg",20,5,"Suzy B Dirty Blonde Ale","Southern Prohibition Brewing Com...","Ales"
"1428"," MT",538,471,"Helena",40,5.7,"Back Country Scottish Ale","Lewis and Clark Brewing Company","Ales"
"1430"," MT",337,159,"Missoula",40,5,"Scape Goat Pale Ale (2010)","Big Sky Brewing Company","Ales"
"1434"," MT",337,34,"Missoula",26,5.1,"Moose Drool Brown Ale (2009)","Big Sky Brewing Company","Ales"
"1436"," MT",337,35,"Missoula",35,5,"Montana Trout Slayer Ale (2009)","Big Sky Brewing Company","Ales"
"1441"," MT",538,475,"Helena",40,5.1,"Yellowstone Golden Ale","Lewis and Clark Brewing Company","Ales"
"1442"," MT",511,87,"Missoula",50,5.5,"Eddy Out Pale Ale","Kettle House Brewing Company","Ales"
"1443"," MT",538,473,"Helena",40,5,"Lewis & Clark Amber Ale","Lewis and Clark Brewing Company","Ales"
"1444"," MT",511,85,"Missoula",11,6.5,"Cold Smoke Scotch Ale","Kettle House Brewing Company","Ales"
"1446"," MT",408,1411,"Hamilton",40,5.4,"Sawtooth Ale","Bitter Root Brewing","Ales"
"1447"," MT",337,1456,"Missoula",60,7.2,"Powder Hound Winter Ale","Big Sky Brewing Company","Ales"
"1449"," MT",337,766,"Missoula",35,5,"Montana Trout Slayer Ale (2012)","Big Sky Brewing Company","Ales"
"1451"," MT",220,470,"Bozeman",40,5.5,"Bozone Select Amber Ale","Bozeman Brewing Company","Ales"
"1454"," MT",408,1413,"Hamilton",40,6.3,"Single Hop Ale","Bitter Root Brewing","Ales"
"1455"," MT",337,1713,"Missoula",40,5,"Scape Goat Pale Ale","Big Sky Brewing Company","Ales"
"1456"," MT",337,1712,"Missoula",35,5,"Montana Trout Slayer Ale","Big Sky Brewing Company","Ales"
"1457"," MT",337,767,"Missoula",26,5.1,"Moose Drool Brown Ale (2011)","Big Sky Brewing Company","Ales"
"1458"," MT",410,1432,"Lakeside",40,5.6,"Yard Sale Amber Ale","Tamarack Brewing Company","Ales"
"1462"," MT",511,760,"Missoula",11,6.5,"Cold Smoke Scotch Ale (2007)","Kettle House Brewing Company","Ales"
"1463"," MT",536,506,"Belt",40,5.5,"Great Falls Select Pale Ale","Harvest Moon Brewing Company","Ales"
"1465"," MT",337,1711,"Missoula",26,5.1,"Moose Drool Brown Ale","Big Sky Brewing Company","Ales"
"1467"," NC",525,113,"Durham",33.5,8,"Triangle Belgian Golden Ale","Triangle Brewing Company","Ales"
"1475"," NC",525,114,"Durham",33.5,5,"Triangle White Ale","Triangle Brewing Company","Ales"
"1479"," NC",390,1166,"Brevard",65,6.5,"Dale's Pale Ale","Oskar Blues Brewery (North Carol...","Ales"
"1482"," NC",525,594,"Durham",33.5,5.7,"Triangle India Pale Ale","Triangle Brewing Company","Ales"
"1483"," NC",71,2508,"Charlotte",45,5.5,"Jalapeno Pale Ale","Birdsong Brewing Company","Ales"
"1484"," NC",361,705,"Fuquay-Varina",33.5,6.7,"Hog Wild India Pale Ale","Aviator Brewing Company","Ales"
"1488"," NC",332,480,"Morganton",33.5,5.6,"Farmer Ted's Farmhouse Cream Ale","Catawba Brewing Company","Ales"
"1489"," NC",332,638,"Morganton",33.5,4.7,"White Zombie Ale","Catawba Brewing Company","Ales"
"1490"," NC",446,1251,"Lenoir",33.5,6.5,"Trail Maker Pale Ale","Howard Brewing Company","Ales"
"1496"," NC",150,2329,"Raleigh",47,5.7,"Peacemaker Pale Ale","Lonerider Brewing Company","Ales"
"1499"," NC",390,1065,"Brevard",65,6.5,"Dale's Pale Ale","Oskar Blues Brewery (North Carol...","Ales"
"1501"," NC",332,507,"Morganton",33.5,5.2,"Firewater India Pale Ale","Catawba Brewing Company","Ales"
"1503"," NC",332,1742,"Morganton",33.5,4.7,"White Zombie Ale","Catawba Brewing Company","Ales"
"1505"," NC",434,1300,"Asheville",32,5.3,"Gateway Kolsch Style Ale","French Broad Brewery","Ales"
"15071"," NC",390,1328,"Brevard",85,8,"Deviant Dale's IPA","Oskar Blues Brewery (North Carol...","Ales"
"1508"," NC",332,1744,"Morganton",33.5,5.6,"Farmer Ted's Cream Ale","Catawba Brewing Company","Ales"
"1509"," NC",325,1759,"Black Mountain",31,5.7,"Pisgah Pale Ale","Pisgah Brewing Company","Ales"
"1511"," NC",332,1719,"Morganton",33.5,7,"King Winterbolt Winter Ale","Catawba Brewing Company","Ales"
"1518"," NC",434,1260,"Asheville",24,7,"Wee-Heavy-Er Scotch Ale","French Broad Brewery","Ales"
"1519"," NC",541,419,"Kinston",33.5,5,"Second Wind Pale Ale","Mother Earth Brewing Company","Ales"
"1520"," NC",180,427,"Pittsboro",33.5,5.1,"Sky Blue Golden Ale","Carolina Brewery","Ales"
"1521"," NC",332,1743,"Morganton",33.5,5.2,"Firewater India Pale Ale","Catawba Brewing Company","Ales"
"1527"," ND",336,1434,"Fargo",70,6.7,"Wood Chipper India Pale Ale","Fargo Brewing Company","Ales"
"1528"," ND",336,1722,"Fargo",32,5,"Iron Horse Pale Ale","Fargo Brewing Company","Ales"
"1531"," NE",381,1321,"Lincoln",35,5.5,"Brewerhood Brown Ale","Blue Blood Brewing Company","Ales"
"1534"," NE",338,1146,"Papillion",15,4.8,"Brunette Nut Brown Ale","Nebraska Brewing Company","Ales"
"1535"," NE",381,1320,"Lincoln",35,8,"Last Call Imperial Amber Ale","Blue Blood Brewing Company","Ales"
"1539"," NE",338,1145,"Papillion",29,5.7,"Cardinal Pale Ale","Nebraska Brewing Company","Ales"
"1542"," NE",381,937,"Lincoln",35,4.5,"543 Skull Creek Fresh Hopped Pale Ale","Blue Blood Brewing Company","Ales"
"1545"," NE",381,611,"Lincoln",35,4.6,"834 Happy As Ale","Blue Blood Brewing Company","Ales"
"1547"," NE",338,1148,"Papillion",65,6.5,"Nebraska India Pale Ale","Nebraska Brewing Company","Ales"
"1556"," NH",548,336,"North Conway",48.5,5.6,"Iron Mike Pale Ale","Moat Mountain Smoke House & Brew...","Ales"
"1557"," NH",548,337,"North Conway",48.5,5.5,"Boneshaker Brown Ale","Moat Mountain Smoke House & Brew...","Ales"
"1573"," NM",444,845,"Albuquerque",51,6.2,"Marble India Pale Ale","Marble Brewery","Ales"
